"filename", "language", "TypeScript", "CSS", "TypeScript JSX", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useRelatedFiles.ts", "TypeScript", -61, 0, 0, 0, 0, -10, -7, -78
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useSiblings.ts", "TypeScript", -45, 0, 0, 0, 0, -2, -13, -60
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\mutations\useBulkEditModels.ts", "TypeScript", -16, 0, 0, 0, 0, 0, -3, -19
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\mutations\useCreateCollection.ts", "TypeScript", -16, 0, 0, 0, 0, 0, -3, -19
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\mutations\useDeleteModel.ts", "TypeScript", -33, 0, 0, 0, 0, 0, -5, -38
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\mutations\useUpdateCollection.ts", "TypeScript", -31, 0, 0, 0, 0, -1, -5, -37
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\mutations\useUpdateModel.ts", "TypeScript", -13, 0, 0, 0, 0, -1, -2, -16
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useCollections.ts", "TypeScript", -23, 0, 0, 0, 0, -2, -5, -30
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useFiles.ts", "TypeScript", -9, 0, 0, 0, 0, 0, -2, -11
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useModel.ts", "TypeScript", -26, 0, 0, 0, 0, -1, -5, -32
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useModels.ts", "TypeScript", -21, 0, 0, 0, 0, -4, -6, -31
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useModelsPaginated.ts", "TypeScript", -62, 0, 0, 0, 0, -6, -10, -78
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\queries\useTags.ts", "TypeScript", -9, 0, 0, 0, 0, 0, -2, -11
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\settings\useBackups.ts", "TypeScript", -137, 0, 0, 0, 0, -10, -28, -175
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\settings\useCategoryManager.ts", "TypeScript", -315, 0, 0, 0, 0, -11, -51, -377
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\settings\useIntegrityCheck.ts", "TypeScript", -437, 0, 0, 0, 0, -13, -61, -511
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\settings\useSettingsConfig.ts", "TypeScript", -123, 0, 0, 0, 0, -9, -19, -151
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\settings\useTagManager.ts", "TypeScript", -154, 0, 0, 0, 0, -3, -22, -179
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useCollectionMutations.ts", "TypeScript", -117, 0, 0, 0, 0, -7, -21, -145
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useCollectionsQuery.ts", "TypeScript", -33, 0, 0, 0, 0, -2, -7, -42
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useDialog.ts", "TypeScript", -18, 0, 0, 0, 0, 0, -4, -22
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useFilteredModels.ts", "TypeScript", -208, 0, 0, 0, 0, -31, -34, -273
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useGlobalDialogs.ts", "TypeScript", -152, 0, 0, 0, 0, -13, -29, -194
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\useModelActions.ts", "TypeScript", -150, 0, 0, 0, 0, -7, -22, -179
